,index,Spanish-es,emotion
6832,14192,ronronea,joy
6833,14195,rostra,trust
6834,14196,rota,anger
6835,14199,rubio,anger
6836,14200,rudo,sadness
6837,14201,rugida,anger
6838,14203,ruidosa,anger
6839,14204,ruino,anger
6840,14211,ruinosa,anger
6841,14215,ruleto,anticipation
6842,14216,rupturo,anger
6843,14224,rutino,trust
6844,14225,rutina de ejercicia,joy
6845,14226,sabidurío,joy
6846,14228,sabia,trust
6847,14229,sabrosa,joy
6848,14231,sacerdocia,anticipation
6849,14235,sacrificia,anger
6850,14241,sacudido,fear
6851,14243,séptica,disgust
6852,14244,sínoda,trust
6853,14245,síntomo,fear
6854,14246,súplico,trust
6855,14247,Sagrada Escrituro,joy
6856,14249,salaria,anticipation
6857,14256,salivo,anticipation
6858,14257,salma,joy
6859,14259,salta,trust
6860,14260,saludada,joy
6861,14261,saluda,joy
6862,14264,salvada,disgust
6863,14265,salvaguardio,trust
6864,14266,salvajisma,anger
6865,14268,sangrío,disgust
6866,14271,sangrienta,anger
6867,14279,sanguinaria,anger
6868,14282,sana,joy
6869,14288,santuaria,anticipation
6870,14291,sapa,disgust
6871,14292,sarcasma,anger
6872,14295,sarcomo,fear
6873,14297,satánica,anger
6874,14298,satisfactoria,joy
6875,14299,satisfecha,joy
6876,14301,saturada,disgust
6877,14302,savio,sadness
6878,14303,se avecino,fear
6879,14304,señuela,surprise
6880,14305,secreta,surprise
6881,14308,sectaria,anger
6882,14310,secuestrada,fear
6883,14311,secuestra,fear
6884,14315,secundaria,trust
6885,14316,segura,joy
6886,14320,sella,trust
6887,14321,selvo,fear
6888,14322,senada,trust
6889,14323,sencilla,joy
6890,14325,sensiblera,joy
6891,14326,sentida,joy
6892,14329,separatisto,anger
6893,14331,septicemio,fear
6894,14333,serena,joy
6895,14335,Servicia,joy
6896,14336,servilleto,sadness
6897,14337,sesento,joy
6898,14338,sesgada,anger
6899,14340,severa,anger
6900,14345,sexa,anticipation
6901,14348,si sola,sadness
6902,14349,siesto,joy
6903,14350,sigila,surprise
6904,14351,significativa,joy
6905,14352,silabo,fear
6906,14353,silbida,anger
6907,14355,silencia,joy
6908,14356,simetrío,joy
6909,14358,simpática,fear
6910,14362,simpatío,sadness
6911,14363,sin alguna dudo,anticipation
6912,14365,sin almo,disgust
6913,14368,sin defenso,surprise
6914,14369,sin esperanzo,fear
6915,14372,sin fonda,fear
6916,14373,sin importancio,sadness
6917,14374,sin mierdo,fear
6918,14375,sin sentida,anger
6919,14381,sin vido,fear
6920,14383,sinérgica,trust
6921,14384,sincera,anticipation
6922,14389,sinfonío,anticipation
6923,14391,siniestra,anger
6924,14394,sinónima,fear
6925,14396,sinvergÃÂ¼enzo,anger
6926,14400,sireno,fear
6927,14401,sistemo,trust
6928,14402,Sma,anticipation
6929,14406,soñada,fear
6930,14407,soberana,trust
6931,14408,soborna,disgust
6932,14409,sobrecargo,sadness
6933,14410,sobremarcho,fear
6934,14411,socialisma,disgust
6935,14413,socialisto,anger
6936,14417,sofocada,anger
6937,14420,soldada,anger
6938,14422,soleada,anticipation
6939,14425,solitaria,anger
6940,14431,sola,sadness
6941,14432,solterono,fear
6942,14434,solvencio,anticipation
6943,14437,somática,surprise
6944,14438,sombría,sadness
6945,14440,sombreada,fear
6946,14441,sometida,sadness
6947,14442,somorguja,disgust
6948,14443,soneta,joy
6949,14445,sonora,joy
6950,14446,sopla,trust
6951,14447,sórdida,anger
6952,14451,sorprendida,surprise
6953,14452,sorpreso,fear
6954,14455,sospecho,fear
6955,14457,sospechosa,surprise
6956,14458,spo,anticipation
6957,14462,subasto,anticipation
6958,14463,subversiva,anger
6959,14465,sucia,disgust
6960,14468,sudaria,sadness
6961,14469,sueña,joy
6962,14470,suela,disgust
6963,14472,sufrimienta,disgust
6964,14475,suicido,anger
6965,14479,suicidia,anger
6966,14482,sumidera,disgust
6967,14483,superanda,fear
6968,14484,superestrello,joy
6969,14486,supersticiosa,anticipation
6970,14488,supremacío,anger
6971,14494,surca,sadness
6972,14495,surrealisto,joy
6973,14496,suspensa,anticipation
6974,14499,suspira,sadness
6975,14500,sustituta,trust
6976,14501,susta,anger
6977,14507,tablera,anticipation
6978,14508,tacaña,anger
6979,14512,táctico,fear
6980,14514,tío,trust
6981,14515,tímida,fear
6982,14519,títula,trust
6983,14520,taja,fear
6984,14521,talla,fear
6985,14522,tamborilea,anger
6986,14523,tan asustada,fear
6987,14524,taoísma,joy
6988,14525,tarántulo,fear
6989,14526,taumaturgio,surprise
6990,14527,teísma,disgust
6991,14528,teatra,joy
6992,14529,temblanda,disgust
6993,14530,temblorosa,anger
6994,14533,temeraria,anger
6995,14535,temerosa,fear
6996,14537,temida,fear
6997,14539,temienda,fear
6998,14541,templada,trust
6999,14542,tendera,trust
7000,14543,tendón de la corvo,anger
7001,14545,tener éxita,anticipation
7002,14549,tener cuidada,anticipation
7003,14551,tensionada,fear
7004,14552,tensa,anger
7005,14555,teocrática,anger
7006,14559,teologío,anticipation
7007,14560,teológica,trust
7008,14561,teorío,anticipation
7009,14563,teoremo,trust
7010,14564,terapéutica,joy
7011,14566,terapeuto,fear
7012,14567,terca,anger
7013,14568,tergiversada,anger
7014,14569,termito,disgust
7015,14570,termómetra,trust
7016,14571,ternero,sadness
7017,14573,terremota,anger
7018,14582,terroristo,anger
7019,14587,tesorera,trust
7020,14588,tesora,anticipation
7021,14591,testamenta,anticipation
7022,14593,testiga,trust
7023,14594,testimonia,trust
7024,14595,tiempo de juega,fear
7025,14596,tintinea,joy
7026,14597,tipa,joy
7027,14599,tiro,sadness
7028,14600,tiránica,anger
7029,14603,tiranío,fear
7030,14605,tirana,anger
7031,14609,toda la vido,joy
7032,14610,todopoderosa,joy
7033,14611,tolerancio,trust
7034,14612,tonta,disgust
7035,14614,toque de quedo,trust
7036,14615,torbellina,fear
7037,14618,tormenta de fuega,anger
7038,14622,Tormentosa,fear
7039,14623,tornada,fear
7040,14624,torpeda,anger
7041,14625,torpezo,disgust
7042,14628,tortaza,anger
7043,14629,tortuosa,anger
7044,14631,torturo,anger
7045,14636,tóxica,disgust
7046,14637,toxino,fear
7047,14638,trabajada,sadness
7048,14639,tracta,fear
7049,14640,trágica,sadness
7050,14641,tragedio,fear
7051,14643,traga,disgust
7052,14646,traicionada,sadness
7053,14647,traicionera,anger
7054,14650,trampo,anger
7055,14656,tranquila,joy
7056,14659,trascendencio,anticipation
7057,14663,traspasa,trust
7058,14664,trastornada,anger
7059,14669,trastorna,fear
7060,14670,traumo,fear
7061,14671,traumática,anger
7062,14674,treguo,joy
7063,14676,tremenda,anger
7064,14678,tribuno,trust
7065,14679,trinea,joy
7066,14680,tristezo,sadness
7067,14683,triunfa,anticipation
7068,14686,trofea,anticipation
7069,14690,trompeto,anger
7070,14691,trompetea,anticipation
7071,14694,trona,trust
7072,14695,troza,disgust
7073,14696,truca,surprise
7074,14697,tumbo,fear
7075,14700,tumulta,anger
7076,14703,tumultuosa,anger
7077,14705,turbia,disgust
7078,14707,turbulencio,anger
7079,14710,turbulenta,fear
7080,14711,tutelo,trust
7081,14713,unida,trust
7082,14714,urgencio,anticipation
7083,14717,urno,sadness
7084,14718,urticario,fear
7085,14719,usurpada,anger
7086,14721,utópica,anticipation
7087,14724,vacía,disgust
7088,14728,vértiga,fear
7089,14729,víboro,fear
7090,14730,víctimo,anger
7091,14738,vívida,joy
7092,14739,vagabunda,disgust
7093,14742,vale la peno,joy
7094,14743,vampira,anger
7095,14746,vana,anger
7096,14748,varicelo,disgust
7097,14751,Vda,sadness
7098,14752,vecina,anticipation
7099,14754,vegetativa,disgust
7100,14756,velo,joy
7101,14757,velera,trust
7102,14758,vendo,anticipation
7103,14761,vendetto,anger
7104,14764,venena,anger
7105,14771,venenosa,anger
7106,14778,venganzo,anger
7107,14788,vengativa,anger
7108,14793,venidera,fear
7109,14796,ver o,disgust
7110,14797,verana,joy
7111,14798,verduga,anger
7112,14802,veredicta,fear
7113,14803,vergÃÂ¼enzo,disgust
7114,14809,vergonzosa,anger
7115,14812,verificada,trust
7116,14813,verrugo,disgust
7117,14814,veterana,trust
7118,14815,veta,anger
7119,14816,vicaria,trust
7120,14817,viciosa,anger
7121,14819,victimizada,anger
7122,14824,victorio,anticipation
7123,14827,victoriosa,anticipation
7124,14834,vido,joy
7125,14835,vida amoroso,joy
7126,14836,vienta,joy
7127,14837,vigo,trust
7128,14838,vigilancio,anticipation
7129,14844,vigilio,anticipation
7130,14845,vigorosa,trust
7131,14846,villancica,joy
7132,14848,villana,anger
7133,14852,vinienda,anticipation
7134,14853,vina,joy
7135,14854,violencio,anger
7136,14858,violenta,anger
7137,14862,virtuosa,joy
7138,14864,virulencio,anger
7139,14866,visero,anticipation
7140,14868,visionaria,anticipation
7141,14871,visto,anticipation
7142,14872,visto el futura,anticipation
7143,14873,viuda,sadness
7144,14877,Vive la vido,joy
7145,14878,viviendo,joy
7146,14880,voluntaria,anticipation
7147,14884,voluptuosa,anticipation
7148,14886,vómita,disgust
7149,14888,votiva,trust
7150,14889,vota,anticipation
7151,14892,whoa,joy
7152,14893,woohoa,joy
7153,14894,xenofobio,disgust
7154,14896,xoxa,joy
7155,14897,yaaaao,fear
7156,14898,yogo,joy
7157,14899,zumbida,anticipation
7158,14902,a la derivas,anticipation
7159,14906,a la fuerzas,anger
7160,14908,abadejos,anger
7161,14909,abajos,sadness
7162,14910,abandonados,anger
7163,14920,abandonos,anger
7164,14924,abejas,anger
7165,14926,abiertos,fear
7166,14927,abismos,fear
7167,14930,Abogacías,anger
7168,14934,abogados,anger
7169,14941,abollados,fear
7170,14943,abordados,anger
7171,14944,aborrecimientos,disgust
7172,14945,abortivos,sadness
7173,14946,abortos,disgust
7174,14949,aborto espontáneos,fear
7175,14960,abrigos,trust
7176,14961,abrumados,fear
7177,14963,abruptos,surprise
7178,14964,abscesos,sadness
7179,14965,absurdos,anger
7180,14968,abucheos,sadness
7181,14969,abuelos,trust
7182,14970,abundancias,anticipation
7183,14974,aburridos,sadness
7184,14975,aburrimientos,sadness
7185,14976,abusos,anger
7186,14980,abyectos,disgust
7187,14981,académicos,trust
7188,14982,acantilados,fear
7189,14983,acelerandos,anger
7190,14984,aceptados,trust
7191,14985,aceptandos,trust
7192,14986,acompañamientos,anticipation
7193,14989,aconsejados,trust
7194,14990,acosos,anger
7195,14994,acostados,anger
7196,14996,acreditados,trust
7197,14997,acreedor hipotecarios,trust
7198,14998,acróbatas,fear
7199,15001,acuerdos,anticipation
7200,15007,acurrucados,joy
7201,15008,acusados,anger
7202,15013,acusandos,anger
7203,15015,adecuados,anticipation
7204,15018,adhiriendos,trust
7205,15019,adictos,trust
7206,15020,administrativos,trust
7207,15021,adoctrinamientos,anger
7208,15023,adulterios,disgust
7209,15025,adversarios,anger
7210,15030,adversos,anger
7211,15036,advertencias,fear
7212,15037,advertidos,fear
7213,15038,advientos,anticipation
7214,15041,aeropuertos,anticipation
7215,15042,ábacos,trust
7216,15043,ácaros,disgust
7217,15044,áfidos,disgust
7218,15045,águilas,trust
7219,15046,ánimos,anger
7220,15051,árbitros,trust
7221,15055,árbol genealógicos,trust
7222,15056,áridos,sadness
7223,15057,éxitos,anticipation
7224,15059,íncubos,disgust
7225,15061,íntimos,anticipation
7226,15064,úlceras,anger
7227,15068,últimos,anticipation
7228,15070,último minutos,fear
7229,15071,únicos,joy
7230,15073,afectos,joy
7231,15075,afirmandos,trust
7232,15076,afligidos,fear
7233,15079,afluencias,joy
7234,15080,afrentas,anger
7235,15085,agitados,anger
7236,15086,agonías,anger
7237,15089,agorafobias,fear
7238,15090,agotados,sadness
7239,15091,agotamientos,anticipation
7240,15093,agradecidos,joy
7241,15095,agradeciendos,joy
7242,15096,agravas,anger
7243,15097,agravados,anger
7244,15098,agresivos,anger
7245,15100,agriculturas,trust
7246,15101,agrietados,anger
7247,15103,agrios,disgust
7248,15104,agudísimos,fear
7249,15105,ahogos,anger
7250,15107,ahorcados,anger
7251,15108,ahorros,disgust
7252,15110,airados,anger
7253,15111,aislados,fear
7254,15114,aislamientos,sadness
7255,15116,alabados,joy
7256,15118,alabandos,joy
7257,15121,alarmas,fear
7258,15123,albardillas,sadness
7259,15124,alboradas,anticipation
7260,15125,alborotos,anger
7261,15129,alcantarillas,disgust
7262,15130,alcantarillados,disgust
7263,15131,alcoholismos,anger
7264,15135,aldeanos,trust
7265,15148,alejados,anger
7266,15151,aleluyas,joy
7267,15152,alentados,joy
7268,15153,algarabías,anger
7269,15154,aliados,trust
7270,15156,Alianzas,joy
7271,15158,alienados,sadness
7272,15159,aliviados,joy
7273,15160,alivios,joy
7274,15161,almas,joy
7275,15162,alma gemelas,fear
7276,15163,almuerzos,joy
7277,15164,alohas,anticipation
7278,15166,alojamientos,trust
7279,15167,alta burguesías,trust
7280,15168,altercados,anger
7281,15169,alto el fuegos,fear
7282,15170,ama de casas,trust
7283,15171,amañados,anger
7284,15172,amados,joy
7285,15173,amarguras,anger
7286,15177,ambiciosos,anticipation
7287,15180,ambulancias,fear
7288,15182,amenazas,anger
7289,15188,amistosos,anticipation
7290,15192,amnistías,joy
7291,15193,amoníacos,disgust
7292,15194,amor verdaderos,joy
7293,15195,amorosos,joy
7294,15197,ampollas,disgust
7295,15198,anacondas,disgust
7296,15200,analfabetos,disgust
7297,15201,analistas,anticipation
7298,15203,anarquías,anger
7299,15205,anarquismos,anger
7300,15207,anarquistas,anger
7301,15209,anatemas,anger
7302,15213,andamios,fear
7303,15214,anexos,disgust
7304,15215,anginas,fear
7305,15216,Anguilas,fear
7306,15217,angustias,anger
7307,15227,angustiosos,anger
7308,15230,anhelos,anticipation
7309,15236,animados,joy
7310,15238,aniquilados,anger
7311,15241,aniversarios,joy
7312,15243,anomalías,fear
7313,15245,ansias,anticipation
7314,15246,ansiosos,anticipation
7315,15252,antídotos,anticipation
7316,15254,antagonismos,anger
7317,15255,antagonistas,anger
7318,15258,antebrazos,anger
7319,15260,antecristos,anger
7320,15263,anticipados,anticipation
7321,15264,antieconómicos,anger
7322,15267,antimicóticos,trust
7323,15268,antipáticos,anger
7324,15272,antipatías,anger
7325,15274,antisépticos,trust
7326,15275,anular una hipotecas,fear
7327,15278,apáticos,sadness
7328,15280,apasionados,anticipation
7329,15283,apatías,sadness
7330,15284,apestas,sadness
7331,15285,aplastadas,anger
7332,15289,aplastados,anger
7333,15290,aplazamientos,surprise
7334,15291,apoderados,trust
7335,15292,apogeos,anticipation
7336,15295,apologéticos,trust
7337,15296,apostólicos,trust
7338,15297,aprecias,joy
7339,15298,apreciados,joy
7340,15299,aprensivos,anticipation
7341,15301,apresurados,anticipation
7342,15302,aprobados,joy
7343,15304,aprobatorios,trust
7344,15305,apuntados,fear
7345,15308,arenas,joy
7346,15311,armados,anger
7347,15313,armaduras,fear
7348,15315,armamentos,anger
7349,15318,armas de fuegos,anger
7350,15320,armonías,joy
7351,15322,aromaterapias,joy
7352,15323,arqueologías,anticipation
7353,15324,arquitecturas,trust
7354,15325,arrebatados,joy
7355,15328,arrepentidos,sadness
7356,15330,arriesgados,anticipation
7357,15332,arrugados,sadness
7358,15333,arruinados,anger
7359,15343,arsénicos,disgust
7360,15346,artesanías,joy
7361,15347,artillerías,fear
7362,15349,asaltos,anger
7363,15352,ascos,anger
7364,15356,asesinatos,anger
7365,15367,asesinos,anger
7366,15386,asfixias,anger
7367,15388,asilos,fear
7368,15389,asimetrías,disgust
7369,15390,asistencias,anticipation
7370,15391,asombros,joy
7371,15395,asombrosos,joy
7372,15396,asquerosos,anger
7373,15404,astrólogos,anticipation
7374,15405,astrónomos,anticipation
7375,15406,astucias,anger
7376,15411,astutos,anger
7377,15414,asustadizos,fear
7378,15415,asustados,fear
7379,15419,atemorizados,surprise
7380,15420,atención plenas,joy
7381,15421,atentos,trust
7382,15422,aterronados,disgust
7383,15423,aterrorizas,fear
7384,15424,aterrorizados,fear
7385,15425,atletas,trust
7386,15426,atónitos,surprise
7387,15427,atornillados,anger
7388,15428,atractivos,anticipation
7389,15434,atrasados,anticipation
7390,15437,atrasos,disgust
7391,15438,atrevimientos,anticipation
7392,15440,atrofias,disgust
7393,15443,atropellos,anger
7394,15445,aturdidos,fear
7395,15447,aturdimientos,surprise
7396,15448,audiencias,anticipation
7397,15449,aullidos,anger
7398,15454,auras,joy
7399,15455,ausencias,fear
7400,15457,austeros,fear
7401,15459,auténticos,joy
7402,15462,autismos,trust
7403,15463,automáticos,trust
7404,15464,autopsias,disgust
7405,15467,autoritarios,trust
7406,15468,autorizados,trust
7407,15469,avalanchas,fear
7408,15472,avanzadas,fear
7409,15473,avaricias,anger
7410,15475,avaros,anticipation
7411,15476,avergonzados,disgust
7412,15478,avispas,fear
7413,15479,axiomas,trust
7414,15480,axiomáticos,trust
7415,15481,ayudas,fear
7416,15482,azotainas,anger
7417,15483,bañeras,joy
7418,15485,baños,disgust
7419,15486,babosas,disgust
7420,15487,babosos,disgust
7421,15488,babuinos,disgust
7422,15489,bacterias,disgust
7423,15494,bálsamos,anticipation
7424,15496,bárbaros,anger
7425,15500,búsquedas,anticipation
7426,15502,bailandos,joy
7427,15503,balas,fear
7428,15504,baloncestos,anticipation
7429,15506,bancarrotas,anger
7430,15510,bancos,trust
7431,15511,banqueros,trust
7432,15512,barcazas,anger
7433,15513,barras,fear
7434,15515,barra oblicuas,anger
7435,15516,barrancos,fear
7436,15517,barreras,anger
7437,15518,barricadas,fear
7438,15519,barrios,anticipation
7439,15520,barrio bajos,disgust
7440,15521,Bastardos,anger
7441,15524,basuras,disgust
7442,15528,batallas,anger
7443,15529,bateas,anticipation
7444,15530,baterías,anger
7445,15531,bayonetas,anger
7446,15533,bebiendos,joy
7447,15534,becas,joy
7448,15536,becerros,joy
7449,15538,belicosos,anger
7450,15540,bellezas,joy
7451,15541,benditos,joy
7452,15542,benevolencias,joy
7453,15544,benignos,joy
7454,15545,Besos,anticipation
7455,15548,bestias,anger
7456,15550,bicho raros,fear
7457,15551,bienvenidas,joy
7458,15553,biopsias,fear
7459,15554,blancos,anticipation
7460,15557,blancuras,joy
7461,15558,blasfemias,anger
7462,15560,blasfemos,anger
7463,15562,blindados,fear
7464,15563,bloqueos,anger
7465,15566,bocas,surprise
7466,15567,bocados,disgust
7467,15568,bocinazos,anger
7468,15569,Bodas,joy
7469,15570,bofetadas,anger
7470,15572,bombas,anger
7471,15576,bombardeados,disgust
7472,15577,bombardeos,anger
7473,15583,bombardeo aéreos,surprise
7474,15584,bombeados,joy
7475,15585,bomberos,trust
7476,15586,bombos,anticipation
7477,15587,bonanzas,joy
7478,15588,bonitas,anticipation
7479,15591,boquiabiertos,anticipation
7480,15592,borrachos,disgust
7481,15593,borrados,anger
7482,15595,bovinos,disgust
7483,15596,boxeos,anger
7484,15597,Brújulas,trust
7485,15598,bragueros,trust
7486,15599,bridas,trust
7487,15600,brigadas,fear
7488,15601,brillos,anticipation
7489,15604,brisas,joy
7490,15605,bromas,surprise
7491,15606,bromistas,joy
7492,15608,brujas,anger
7493,15613,brujerías,anger
7494,15619,brujos,fear
7495,15620,brumosos,sadness
7496,15622,bruscos,anger
7497,15624,brutos,anger
7498,15628,Budas,joy
7499,15629,budismos,joy
7500,15630,budistas,joy
7501,15631,buen días,joy
7502,15632,buena músicas,joy
7503,15633,buena vidas,joy
7504,15634,buenos,anticipation
7505,15638,bufidos,sadness
7506,15639,bulliciosos,anger
7507,15642,buque insignias,trust
7508,15643,burbujas,joy
7509,15650,burlescos,surprise
7510,15651,burocracias,trust
7511,15652,burócratas,disgust
7512,15653,Burros,disgust
7513,15654,cañas,anger
7514,15657,caídas,fear
7515,15659,caballeros,anger
7516,15662,caballos,trust
7517,15663,cabestros,anger
7518,15666,cacaos,joy
7519,15667,cacofonías,anger
7520,15669,cábalas,fear
7521,15670,cálculos,anticipation
7522,15672,cáscaras,anger
7523,15676,cátedras,trust
7524,15677,císticos,disgust
7525,15678,cajeros,trust
7526,15679,calculadoras,trust
7527,15680,calentados,anger
7528,15681,calientas,joy
7529,15682,calificados,fear
7530,15684,calinas,fear
7531,15685,callosos,anger
7532,15687,calmas,anticipation
7533,15691,calumnias,anger
7534,15696,camaradas,trust
7535,15697,cambios,fear
7536,15698,camillas,fear
7537,15702,campaneros,anger
7538,15703,campos,joy
7539,15704,campo de batallas,fear
7540,15705,canallas,anger
7541,15710,cancionetas,joy
7542,15711,canguelos,sadness
7543,15712,canibalismos,disgust
7544,15713,canosos,sadness
7545,15714,cansados,fear
7546,15717,cansancios,sadness
7547,15718,cantas,anticipation
7548,15722,cantos,joy
7549,15723,caóticos,anger
7550,15724,capas,fear
7551,15725,caprichos,anticipation
7552,15728,caprichosos,joy
7553,15729,capturas,surprise
7554,15730,capuchas,anger
7555,15733,carcinomas,fear
7556,15735,cardiomiopatías,fear
7557,15737,cargas,trust
7558,15738,cariños,joy
7559,15739,caricaturas,fear
7560,15740,Caritativos,anticipation
7561,15743,carnívoros,fear
7562,15744,carnicerías,anger
7563,15749,Carniceros,anger
7564,15752,carreras,anticipation
7565,15755,carretillas,disgust
7566,15756,cartas,anticipation
7567,15757,cartuchos,fear
7568,15758,casas,joy
7569,15759,casamenteros,anticipation
7570,15760,cascadas,joy
7571,15761,cascos,anger
7572,15764,casos,fear
7573,15766,castigados,anger
7574,15771,castigos,anger
7575,15774,castillos,joy
7576,15775,cataratas,anticipation
7577,15778,catecismos,disgust
7578,15779,cautelosos,anticipation
7579,15786,cautiverios,sadness
7580,15787,cautivos,fear
7581,15789,cazas,anger
7582,15793,caza furtivas,anger
7583,15797,ceñudos,anger
7584,15800,cebos,fear
7585,15802,cegueras,sadness
7586,15803,celebrados,anticipation
7587,15805,celebrandos,anticipation
7588,15807,celebratorios,joy
7589,15812,celosos,anger
7590,15816,cementerios,fear
7591,15818,cementos,anticipation
7592,15820,centelleos,anticipation
7593,15822,centinelas,trust
7594,15824,cercados,anger
7595,15825,cercanías,joy
7596,15827,cerdos,disgust
7597,15830,ceremonias,joy
7598,15832,certificados,trust
7599,15833,cervezas,joy
7600,15834,cesionarios,trust
7601,15835,chapoteos,surprise
7602,15836,chicas,joy
7603,15837,chicos,disgust
7604,15838,chillidos,fear
7605,15840,chimeneas,joy
7606,15841,chirridos,joy
7607,15842,chivo expiatorios,anger
7608,15844,chocandos,anger
7609,15846,chorros,disgust
7610,15848,chozas,disgust
7611,15851,chubascos,fear
7612,15853,chusmas,anger
7613,15855,cianuros,fear
7614,15856,cielos,joy
7615,15857,científicos,anticipation
7616,15860,cintas,anger
7617,15863,circulos,trust
7618,15864,cirugías,fear
7619,15866,cismas,anger
7620,15867,civilizados,joy
7621,15870,clínicos,fear
7622,15871,claustrofobias,fear
7623,15872,claustrófobos,fear
7624,15873,coños,anger
7625,15874,cobardías,fear
7626,15876,cobijas,trust
7627,15877,cobras,fear
7628,15878,cocaínas,sadness
7629,15879,coche de turismos,joy
7630,15881,cocodrilos,fear
7631,15882,codicias,anger
7632,15884,codiciosos,disgust
7633,15885,codos,anger
7634,15886,coexistiendos,trust
7635,15887,cohesivos,trust
7636,15888,coincidencias,surprise
7637,15889,colapsos,disgust
7638,15892,colegios,trust
7639,15893,cóleras,disgust
7640,15896,colgandos,anger
7641,15900,comas,fear
7642,15902,comatosos,fear
7643,15904,combatidos,anger
7644,15907,combativos,anger
7645,15909,comenzados,anticipation
7646,15910,comercios,trust
7647,15913,cometas,disgust
7648,15914,cómicos,disgust
7649,15915,comidas,joy
7650,15917,comienzos,anticipation
7651,15920,comodoros,trust
7652,15921,compañeros,anticipation
7653,15929,compactos,trust
7654,15930,compartiendos,joy
7655,15931,compasivos,trust
7656,15932,compatriotas,trust
7657,15933,competencias,anticipation
7658,15941,competitivos,anger
7659,15942,Complementarios,trust
7660,15943,complementos,anticipation
7661,15947,completandos,anticipation
7662,15949,completos,joy
7663,15950,comprometidos,anticipation
7664,15954,compromisos,sadness
7665,15955,comunismos,anger
7666,15958,con miedos,fear
7667,15961,conciencias,trust
7668,15963,concienzudos,trust
7669,15964,concordancias,trust
7670,15965,concordias,trust
7671,15966,condados,trust
7672,15967,condenados,fear
7673,15969,condescendencias,anger
7674,15973,conectado a tierras,fear
7675,15975,conectivos,trust
7676,15976,confederados,trust
7677,15977,confiandos,trust
7678,15978,confianzas,anticipation
7679,15984,confinados,anger
7680,15988,confinamientos,anger
7681,15991,confirmados,trust
7682,15992,conflictos,anger
7683,15995,confundidos,surprise
7684,15996,conglomerados,trust
7685,15997,congratulatorios,joy
7686,15998,congresistas,trust
7687,15999,congresos,disgust
7688,16001,congruencias,trust
7689,16002,conjeturas,anticipation
7690,16003,conjuntos,trust
7691,16004,conmemorativos,anticipation
7692,16005,conquistas,anger
7693,16007,consejeros,anger
7694,16011,Consejos,anticipation
7695,16012,consejos,trust
7696,16015,considerados,trust
7697,16016,Consigue uno propios,anger
7698,16017,consistencias,trust
7699,16018,consolas,sadness
7700,16019,constancias,trust
7701,16020,consumados,joy
7702,16021,contagios,anticipation
7703,16024,contagiosos,disgust
7704,16027,contaminados,disgust
7705,16030,contenciosos,anger
7706,16033,contenidos,fear
7707,16036,contentamientos,joy
7708,16037,contentos,anticipation
7709,16041,contrabandistas,anger
7710,16044,contrabandos,anger
7711,16047,contrarios,anger
7712,16050,convencidos,trust
7713,16051,convenidos,trust
7714,16052,conventos,trust
7715,16053,convergencias,anticipation
7716,16054,cooperandos,trust
7717,16055,cooperativas,anger
7718,16058,Corderos,joy
7719,16060,cornudos,disgust
7720,16061,coros,joy
7721,16063,coronamientos,anticipation
7722,16067,correos,anticipation
7723,16068,correo no deseados,anger
7724,16069,correspondencias,anticipation
7725,16070,corriendos,joy
7726,16071,corrompiendos,anger
7727,16075,corrosivos,fear
7728,16076,cosa muy pegajosas,disgust
7729,16077,cosechas,anticipation
7730,16079,cosmopolitas,trust
7731,16080,costados,anticipation
7732,16081,créditos,trust
7733,16083,crédulos,sadness
7734,16085,críticas,anger
7735,16091,críticos,joy
7736,16092,creídos,trust
7737,16093,crecimientos,joy
7738,16094,cremas,anticipation
7739,16097,crescendos,anticipation
7740,16101,creyendos,trust
7741,16102,criaturas,disgust
7742,16104,criptas,fear
7743,16106,cristianos,joy
7744,16107,Cristos,joy
7745,16108,crónicas,trust
7746,16109,crónicos,sadness
7747,16110,cruceros,joy
7748,16111,crudos,disgust
7749,16112,crujidos,anger
7750,16113,cruzadas,anger
7751,16115,cuarentenas,fear
7752,16116,cubos,trust
7753,16118,cuenta regresivas,anticipation
7754,16120,cuerpos,disgust
7755,16123,cuesta arribas,anticipation
7756,16125,Cuidados,anger
7757,16126,cuidadosos,trust
7758,16127,culinarios,trust
7759,16128,culos,disgust
7760,16135,cultos,fear
7761,16138,cumpliendos,joy
7762,16139,cumplimientos,anticipation
7763,16142,cunas,anticipation
7764,16145,cuotas,anger
7765,16146,curanderos,disgust
7766,16147,curiosos,anger
7767,16149,curtidos,anger
7768,16152,custodias,trust
7769,16154,custodios,trust
7770,16155,daños,fear
7771,16156,Déjame solos,anger
7772,16157,día de juegos,fear
7773,16158,día de pagas,joy
7774,16159,día divertidos,joy
7775,16160,día lluviosos,sadness
7776,16161,dígitos,trust
7777,16162,dagas,fear
7778,16163,damas,anger
7779,16166,dandos,joy
7780,16167,dardos,fear
7781,16168,de confianzas,trust
7782,16169,de despedidas,sadness
7783,16170,de lujos,trust
7784,16171,de mala famas,anger
7785,16174,de maniáticos,anger
7786,16175,de miedos,fear
7787,16176,de mierdas,sadness
7788,16177,de pacotillas,disgust
7789,16178,debidos,anger
7790,16184,decepcionados,anger
7791,16187,dechados,anticipation
7792,16190,decimoterceros,fear
7793,16191,declaración erróneas,anger
7794,16193,defectos,anger
7795,16205,defectuosos,anger
7796,16207,defendidos,trust
7797,16208,defensas,anger
